"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"1430889_PM_a_at",-1.24695781862334,6.07206374728257,-2.74692753326419,0.0389252077819932,0.596848778698015,-3.49766540324754,"Tpmt"
"1460662_PM_at",-1.25841612838846,6.90470849925122,-2.73599031164991,0.0394461868579135,0.599542195607096,-3.51039425773218,"Per3"
"1422667_PM_at",-3.2279007636879,8.86423856887138,-2.72777041859315,0.0398427689831718,0.600490632527866,-3.51997181906095,"Krt15"
"1418051_PM_at",-1.03839900128376,7.68764123781029,-2.7241688474089,0.040017909665596,0.601336670735355,-3.52417125457745,"Ephb6"
"1434745_PM_at",-1.53234035209678,8.98615279364072,-2.72374061801506,0.0400387901513327,0.601336670735355,-3.52467069153049,"Ccnd2"
"1437406_PM_x_at",-1.17132040014114,6.22073911489368,-2.71973658572301,0.0402346064028395,0.601510913825101,-3.52934177101435,"Igfbp4"
"1452329_PM_at",-1.33262240800267,7.40642125475046,-2.7151910535124,0.0404581787889385,0.601610339467751,-3.53464727319234,"Plekhn1"
"1428513_PM_at",-1.33686920610906,7.37731091205451,-2.70320827602058,0.0410541091459084,0.60365587653272,-3.54864719226698,"Calcoco1"
"1416016_PM_at",-1.04575672300983,7.6960103404707,-2.69108187479996,0.0416669909922989,0.606502356673315,-3.56283500313272,"Tap1"
"1437301_PM_a_at",-1.11394046056073,8.55812595295849,-2.68884917080497,0.0417809232611107,0.606502356673315,-3.56544943676718,"Dvl1"
"1453355_PM_at",-1.37126167851905,6.46364249316019,-2.68599225762715,0.0419272060523079,0.606502356673315,-3.56879578693631,"Wnk2"
"1435353_PM_a_at",-1.32217826690395,7.35604406093407,-2.68305396324595,0.0420782410295207,0.606502356673315,-3.57223861082091,"Pisd-ps1 /// Pisd-ps3"
"1452166_PM_a_at",-2.2911859209646,10.1081244486266,-2.66587270977052,0.0429734049043958,0.609627476754676,-3.59239320308038,"Krt10"
"1437458_PM_x_at",-1.81685410245277,7.08803600176847,-2.66362482123339,0.0430920557260122,0.609627476754676,-3.59503301025559,"Clu"
"1432466_PM_a_at",-1.56232113561408,8.53248987987661,-2.65430633419172,0.0435877501582469,0.609734512626944,-3.60598327002206,"Apoe"
